obj: 0, y: 560, p: [1], t: 146045.90000000002
obj: 0, y: 563, p: [1], t: 146079.2666666667
obj: 0, y: 563, p: [1], t: 146112.63333333336
obj: 0, y: 565, p: [1], t: 146146.00000000003
obj: 0, y: 565, p: [1], t: 146179.36666666667
obj: 0, y: 565, p: [1], t: 146212.73333333334
obj: 0, y: 568, p: [1], t: 146246.1
obj: 0, y: 567, p: [1], t: 146279.46666666667
obj: 0, y: 567, p: [1], t: 146312.83333333334
obj: 0, y: 570, p: [1], t: 146346.2
obj: 0, y: 572, p: [1], t: 146379.56666666668
obj: 0, y: 573, p: [1], t: 146412.93333333335
obj: 0, y: 574, p: [1], t: 146446.30000000002
obj: 0, y: 577, p: [1], t: 146479.6666666667
obj: 0, y: 576, p: [1], t: 146513.03333333333
obj: 0, y: 577, p: [1], t: 146546.4
obj: 0, y: 577, p: [1], t: 146579.76666666666
obj: 0, y: 574, p: [1], t: 146613.13333333333
obj: 0, y: 570, p: [1], t: 146646.5
obj: 0, y: 561, p: [1], t: 146679.86666666667
obj: 0, y: 560, p: [1], t: 146713.23333333334
obj: 0, y: 553, p: [1], t: 146746.6
obj: 0, y: 549, p: [1], t: 146779.96666666667
obj: 0, y: 540, p: [1], t: 146813.33333333334
obj: 0, y: 531, p: [1], t: 146846.7
obj: 0, y: 523, p: [1], t: 146880.06666666665
obj: 0, y: 522, p: [1], t: 146913.43333333332
obj: 0, y: 514, p: [1], t: 146946.8
obj: 0, y: 512, p: [1], t: 146980.16666666666
obj: 0, y: 508, p: [1], t: 147013.53333333333
obj: 0, y: 507, p: [1], t: 147046.9
obj: 0, y: 505, p: [1], t: 147080.26666666666
obj: 0, y: 505, p: [1], t: 147113.63333333336
obj: 0, y: 504, p: [1], t: 147147.00000000003
obj: 0, y: 502, p: [1], t: 147180.3666666667
obj: 0, y: 501, p: [1], t: 147213.73333333334
obj: 0, y: 500, p: [1], t: 147247.1
obj: 0, y: 501, p: [1], t: 147280.46666666667
obj: 0, y: 501, p: [1], t: 147313.83333333334
obj: 0, y: 502, p: [1], t: 147347.2
obj: 0, y: 507, p: [1], t: 147380.56666666668
obj: 0, y: 510, p: [1], t: 147413.93333333335
obj: 0, y: 509, p: [1], t: 147447.30000000002
obj: 0, y: 509, p: [1], t: 147480.6666666667
obj: 0, y: 508, p: [1], t: 147514.03333333335
obj: 0, y: 507, p: [1], t: 147547.40000000002
obj: 0, y: 507, p: [1], t: 147580.76666666666
obj: 0, y: 504, p: [1], t: 147614.13333333333
obj: 0, y: 496, p: [1], t: 147647.5
